0
"[('marital_status', 0.149), ('education', 0.07), ('occupation', 0.064), ('age', 0.037), ('hours_per_week', 0.021), ('sex', 0.018), ('native_country', 0.015), ('workclass', 0.01), ('race', 0.003)]"
"[('marital_status', 0.166897144), ('education', 0.080913254), ('occupation', 0.06616394), ('hours_per_week', 0.020367997), ('sex', 0.019405195), ('native_country', 0.014866555), ('workclass', 0.011245511), ('race', 0.003357544), ('age', 0.000293759)]"
"[('marital_status', 0.166935889), ('education', 0.080790972), ('occupation', 0.066173335), ('hours_per_week', 0.02035967), ('sex', 0.019366042), ('native_country', 0.014858419), ('workclass', 0.011205853), ('race', 0.00334049), ('age', 4.59e-05)]"
"[('marital_status', 0.166922216), ('education', 0.080816093), ('occupation', 0.066181337), ('hours_per_week', 0.020331404), ('sex', 0.019342744), ('native_country', 0.014875134), ('workclass', 0.011209255), ('race', 0.003333147), ('age', 0.000260171)]"
"[('marital_status', 0.166913394), ('education', 0.080783139), ('occupation', 0.066176519), ('hours_per_week', 0.020366895), ('sex', 0.019348074), ('native_country', 0.014876901), ('workclass', 0.011194687), ('race', 0.003339204), ('age', 6.79e-05)]"
"[('marital_status', 0.167385809), ('education', 0.080676875), ('occupation', 0.066303771), ('hours_per_week', 0.020263244), ('sex', 0.019374259), ('native_country', 0.014925386), ('workclass', 0.011211047), ('race', 0.003349652), ('age', 0.0008539)]"
"[('marital_status', 0.166960429), ('education', 0.080771303), ('occupation', 0.066148014), ('hours_per_week', 0.020331044), ('sex', 0.019384781), ('native_country', 0.014883594), ('workclass', 0.011171637), ('race', 0.003348537), ('age', 9.48e-05)]"
"[('marital_status', 0.166953297), ('education', 0.080717427), ('occupation', 0.066157925), ('hours_per_week', 0.020395483), ('sex', 0.019386013), ('native_country', 0.014920473), ('workclass', 0.011226486), ('race', 0.003362144), ('age', 0.00016298)]"
"[('marital_status', 0.167031691), ('education', 0.080823869), ('occupation', 0.066212999), ('hours_per_week', 0.020352502), ('sex', 0.019398809), ('native_country', 0.014880975), ('workclass', 0.011183831), ('race', 0.003349161), ('age', 0.000170217)]"
"[('marital_status', 0.167206431), ('education', 0.080859306), ('occupation', 0.066257119), ('hours_per_week', 0.020455196), ('sex', 0.019452279), ('native_country', 0.014937308), ('workclass', 0.011264873), ('race', 0.003367485), ('age', 0.000587496)]"
"[('marital_status', 0.166853173), ('education', 0.08068231), ('occupation', 0.066182603), ('hours_per_week', 0.020353763), ('sex', 0.019380532), ('native_country', 0.014852582), ('workclass', 0.011213811), ('race', 0.003341808), ('age', 0.00021304)]"
"[('marital_status', 0.166952307), ('education', 0.080786767), ('occupation', 0.066105522), ('hours_per_week', 0.020323476), ('sex', 0.019370888), ('native_country', 0.01490223), ('workclass', 0.011229407), ('race', 0.003352874), ('age', 0.000103839)]"
"[('marital_status', 0.166929693), ('education', 0.080787483), ('occupation', 0.066127146), ('hours_per_week', 0.020318054), ('sex', 0.019368076), ('native_country', 0.014910275), ('workclass', 0.011180313), ('race', 0.003338688), ('age', 0.000148602)]"
"[('marital_status', 0.166948701), ('education', 0.080744386), ('occupation', 0.066161817), ('hours_per_week', 0.020354658), ('sex', 0.019379328), ('native_country', 0.014872639), ('workclass', 0.011200023), ('race', 0.003343174), ('age', 1.75e-05)]"
"[('marital_status', 0.166921642), ('education', 0.080644502), ('occupation', 0.06614667), ('hours_per_week', 0.020406209), ('sex', 0.019368097), ('native_country', 0.014913734), ('workclass', 0.011172905), ('race', 0.003361639), ('age', 0.000445019)]"
"[('marital_status', 0.16699261), ('education', 0.08077718), ('occupation', 0.066209431), ('hours_per_week', 0.020302578), ('sex', 0.019335484), ('native_country', 0.014876097), ('workclass', 0.01120599), ('race', 0.003354998), ('age', 0.00078653)]"
"[('marital_status', 0.166941814), ('education', 0.080708089), ('occupation', 0.066186671), ('hours_per_week', 0.020345347), ('sex', 0.019348454), ('native_country', 0.014851334), ('workclass', 0.011190508), ('race', 0.003317545), ('age', 0.000310816)]"
"[('marital_status', 0.16652197), ('education', 0.080871781), ('occupation', 0.066383139), ('hours_per_week', 0.020321516), ('sex', 0.019354064), ('native_country', 0.014923669), ('workclass', 0.011236395), ('race', 0.003353122), ('age', 0.000431497)]"
"[('marital_status', 0.166966663), ('education', 0.080579846), ('occupation', 0.066102269), ('hours_per_week', 0.020297707), ('sex', 0.019360429), ('native_country', 0.014922714), ('workclass', 0.011251415), ('race', 0.003327589), ('age', 0.000579859)]"
"[('marital_status', 0.167006597), ('education', 0.080790719), ('occupation', 0.066199679), ('hours_per_week', 0.020358734), ('sex', 0.019375415), ('native_country', 0.014867819), ('workclass', 0.011219528), ('race', 0.003345351), ('age', 0.000111168)]"
"[('marital_status', 0.167186963), ('education', 0.080739424), ('occupation', 0.066036188), ('hours_per_week', 0.020337381), ('sex', 0.019380682), ('native_country', 0.014848161), ('workclass', 0.011222263), ('race', 0.003332261), ('age', 0.000562267)]"
"[('marital_status', 0.166945371), ('education', 0.080752324), ('occupation', 0.066173785), ('hours_per_week', 0.020353435), ('sex', 0.019379549), ('native_country', 0.014869502), ('workclass', 0.011205043), ('race', 0.003342589), ('age', 1.46e-05)]"
"[('marital_status', 0.166466874), ('education', 0.080963362), ('occupation', 0.066022819), ('hours_per_week', 0.02023842), ('sex', 0.019494446), ('native_country', 0.014891711), ('workclass', 0.011215862), ('race', 0.00338783), ('age', 0.001081951)]"
"[('marital_status', 0.166936665), ('education', 0.080753873), ('occupation', 0.066166102), ('hours_per_week', 0.02035457), ('sex', 0.019376582), ('native_country', 0.014876111), ('workclass', 0.01120379), ('race', 0.003343264), ('age', 1.54e-05)]"
"[('marital_status', 0.167170112), ('education', 0.080569052), ('occupation', 0.066233811), ('hours_per_week', 0.020352793), ('sex', 0.019358835), ('native_country', 0.014999063), ('workclass', 0.01120225), ('race', 0.003335345), ('age', 0.000719323)]"
"[('marital_status', 0.167115986), ('education', 0.080477328), ('occupation', 0.066325969), ('hours_per_week', 0.020371822), ('sex', 0.019366209), ('native_country', 0.014897729), ('workclass', 0.011209785), ('race', 0.003352469), ('age', 0.000647502)]"
"[('marital_status', 0.166977821), ('education', 0.080748834), ('occupation', 0.066219601), ('hours_per_week', 0.020370036), ('sex', 0.019376453), ('native_country', 0.014867869), ('workclass', 0.011215379), ('race', 0.003344785), ('age', 7.25e-05)]"
"[('marital_status', 0.166949883), ('education', 0.080806845), ('occupation', 0.066125246), ('hours_per_week', 0.020368677), ('sex', 0.019371537), ('native_country', 0.014844307), ('workclass', 0.011215492), ('race', 0.003342085), ('age', 7.65e-05)]"
"[('marital_status', 0.166936166), ('education', 0.080754293), ('occupation', 0.066163908), ('hours_per_week', 0.020356181), ('sex', 0.019379581), ('native_country', 0.014875637), ('workclass', 0.011201058), ('race', 0.003342696), ('age', 1.22e-05)]"
"[('marital_status', 0.167120683), ('education', 0.080830703), ('occupation', 0.066288774), ('hours_per_week', 0.020468897), ('sex', 0.019375056), ('native_country', 0.01492217), ('workclass', 0.01123375), ('race', 0.003366662), ('age', 0.000554828)]"
"[('marital_status', 0.167015793), ('education', 0.080767767), ('occupation', 0.066112274), ('hours_per_week', 0.020374164), ('sex', 0.01937974), ('native_country', 0.01486582), ('workclass', 0.011214124), ('race', 0.00335249), ('age', 8.97e-05)]"
"[('marital_status', 0.166824068), ('education', 0.080841211), ('occupation', 0.066199031), ('hours_per_week', 0.020348479), ('sex', 0.019361004), ('native_country', 0.014922592), ('workclass', 0.011203448), ('race', 0.003346623), ('age', 0.000176365)]"
"[('marital_status', 0.166919275), ('education', 0.080700816), ('occupation', 0.066094286), ('hours_per_week', 0.020363858), ('sex', 0.019373577), ('native_country', 0.014884647), ('workclass', 0.011179132), ('race', 0.003342631), ('age', 0.000163314)]"
"[('marital_status', 0.167465441), ('education', 0.080816687), ('occupation', 0.066213768), ('hours_per_week', 0.020192517), ('sex', 0.019343338), ('native_country', 0.014804734), ('workclass', 0.0112336), ('race', 0.003331004), ('age', 0.000872744)]"
"[('marital_status', 0.167016844), ('education', 0.080788225), ('occupation', 0.066162887), ('hours_per_week', 0.020345062), ('sex', 0.019377193), ('native_country', 0.0148892), ('workclass', 0.011218204), ('race', 0.003348906), ('age', 0.000108269)]"
"[('marital_status', 0.167005943), ('education', 0.080785222), ('occupation', 0.066168911), ('hours_per_week', 0.02034346), ('sex', 0.019388348), ('native_country', 0.014874863), ('workclass', 0.01119514), ('race', 0.003346438), ('age', 0.00013612)]"
"[('marital_status', 0.166967554), ('education', 0.080697706), ('occupation', 0.066145653), ('hours_per_week', 0.020352265), ('sex', 0.019381894), ('native_country', 0.014863232), ('workclass', 0.011206588), ('race', 0.003341031), ('age', 8.6e-05)]"
"[('marital_status', 0.166755829), ('education', 0.08060426), ('occupation', 0.066409862), ('hours_per_week', 0.020381939), ('sex', 0.01936824), ('native_country', 0.014909235), ('workclass', 0.011275092), ('race', 0.003305676), ('age', 0.00113065)]"
"[('marital_status', 0.166634098), ('education', 0.080983745), ('occupation', 0.066140516), ('hours_per_week', 0.020382221), ('sex', 0.019357408), ('native_country', 0.014867623), ('workclass', 0.011133304), ('race', 0.00333916), ('age', 0.000917843)]"
"[('marital_status', 0.166908929), ('education', 0.080744418), ('occupation', 0.066189355), ('hours_per_week', 0.020346566), ('sex', 0.019381911), ('native_country', 0.014872262), ('workclass', 0.011193236), ('race', 0.003339153), ('age', 5.4e-05)]"
"[('marital_status', 0.167051017), ('education', 0.080684712), ('occupation', 0.066210758), ('hours_per_week', 0.020329167), ('sex', 0.019336265), ('native_country', 0.014912447), ('workclass', 0.011178801), ('race', 0.003369307), ('age', 0.000462468)]"
"[('marital_status', 0.16695687), ('education', 0.08078103), ('occupation', 0.066222991), ('hours_per_week', 0.020387785), ('sex', 0.019384856), ('native_country', 0.014893623), ('workclass', 0.011227592), ('race', 0.003369883), ('age', 0.000376039)]"
"[('marital_status', 0.166900704), ('education', 0.080750449), ('occupation', 0.066004117), ('hours_per_week', 0.020385054), ('sex', 0.0193955), ('native_country', 0.014964834), ('workclass', 0.01122022), ('race', 0.003371238), ('age', 0.000898282)]"
"[('marital_status', 0.166888958), ('education', 0.080775467), ('occupation', 0.066181075), ('hours_per_week', 0.020372293), ('sex', 0.019337043), ('native_country', 0.014888627), ('workclass', 0.011187393), ('race', 0.003339937), ('age', 0.000100807)]"
"[('marital_status', 0.166947471), ('education', 0.080753761), ('occupation', 0.066159803), ('hours_per_week', 0.020354755), ('sex', 0.019379387), ('native_country', 0.014874713), ('workclass', 0.011203611), ('race', 0.003342989), ('age', 1.35e-05)]"
"[('marital_status', 0.166918644), ('education', 0.080752986), ('occupation', 0.066134081), ('hours_per_week', 0.02027525), ('sex', 0.0193788), ('native_country', 0.014956422), ('workclass', 0.011198787), ('race', 0.003330205), ('age', 0.000609614)]"
"[('marital_status', 0.166967897), ('education', 0.080780496), ('occupation', 0.066159087), ('hours_per_week', 0.020358834), ('sex', 0.019378584), ('native_country', 0.014887185), ('workclass', 0.011226322), ('race', 0.003337901), ('age', 5.34e-05)]"
"[('marital_status', 0.166941946), ('education', 0.08074939), ('occupation', 0.066172006), ('hours_per_week', 0.020342901), ('sex', 0.01939025), ('native_country', 0.01486907), ('workclass', 0.011215814), ('race', 0.003341933), ('age', 4.12e-05)]"
"[('marital_status', 0.166883421), ('education', 0.080752967), ('occupation', 0.066159886), ('hours_per_week', 0.020334332), ('sex', 0.019381113), ('native_country', 0.01488542), ('workclass', 0.011190871), ('race', 0.003336658), ('age', 9.76e-05)]"
"[('marital_status', 0.166966494), ('education', 0.080721181), ('occupation', 0.066201126), ('hours_per_week', 0.02037395), ('sex', 0.019378605), ('native_country', 0.014877006), ('workclass', 0.011195598), ('race', 0.003348959), ('age', 4.68e-05)]"
"[('marital_status', 0.166950414), ('education', 0.080722594), ('occupation', 0.066083136), ('hours_per_week', 0.020300005), ('sex', 0.019371166), ('native_country', 0.014845036), ('workclass', 0.01119273), ('race', 0.003356414), ('age', 0.000316765)]"
