0
"[('marital_status', 0.149), ('education', 0.07), ('occupation', 0.064), ('age', 0.037), ('hours_per_week', 0.021), ('sex', 0.018), ('native_country', 0.015), ('workclass', 0.01), ('race', 0.003)]"
"[('education', 0.076869991), ('occupation', 0.071199614), ('age', 0.054860615), ('sex', 0.03201796), ('hours_per_week', 0.025563097), ('native_country', 0.015098202), ('workclass', 0.010550847), ('race', 0.003671244), ('marital_status', 0.001916735)]"
"[('education', 0.076587529), ('occupation', 0.071465111), ('age', 0.054847321), ('sex', 0.032556796), ('hours_per_week', 0.025506071), ('native_country', 0.014972626), ('workclass', 0.010706725), ('race', 0.003659908), ('marital_status', 0.001753654)]"
"[('education', 0.07676577), ('occupation', 0.071425417), ('age', 0.055240995), ('sex', 0.03253856), ('hours_per_week', 0.025527041), ('native_country', 0.015206735), ('workclass', 0.010817791), ('race', 0.003548296), ('marital_status', 0.002134886)]"
"[('education', 0.077016309), ('occupation', 0.071422294), ('age', 0.054659172), ('sex', 0.032622121), ('hours_per_week', 0.025687503), ('native_country', 0.015240364), ('workclass', 0.010630568), ('race', 0.003577243), ('marital_status', 0.002693433)]"
"[('education', 0.077025305), ('occupation', 0.071145933), ('age', 0.055335358), ('sex', 0.032137111), ('hours_per_week', 0.025462582), ('native_country', 0.015275716), ('workclass', 0.010602488), ('race', 0.003581589), ('marital_status', 0.003308595)]"
"[('education', 0.076854181), ('occupation', 0.071203176), ('age', 0.054885276), ('sex', 0.032355774), ('hours_per_week', 0.02554328), ('native_country', 0.015040455), ('workclass', 0.010559743), ('race', 0.003576371), ('marital_status', 0.001457137)]"
"[('education', 0.076876865), ('occupation', 0.071532094), ('age', 0.05475362), ('sex', 0.032465109), ('hours_per_week', 0.025522039), ('native_country', 0.015133433), ('workclass', 0.010653261), ('race', 0.003634668), ('marital_status', 0.0008648)]"
"[('education', 0.076706839), ('occupation', 0.07153857), ('age', 0.054918681), ('sex', 0.032422193), ('hours_per_week', 0.025245302), ('native_country', 0.015312354), ('workclass', 0.010643554), ('race', 0.003583096), ('marital_status', 0.002485601)]"
"[('education', 0.076737642), ('occupation', 0.071835772), ('age', 0.054788432), ('sex', 0.032348281), ('hours_per_week', 0.025396376), ('native_country', 0.015045902), ('workclass', 0.010470837), ('race', 0.003638438), ('marital_status', 0.002383109)]"
"[('education', 0.076981351), ('occupation', 0.071256002), ('age', 0.054871923), ('sex', 0.032611332), ('hours_per_week', 0.025525595), ('native_country', 0.015208321), ('workclass', 0.01073053), ('race', 0.003598299), ('marital_status', 0.002658166)]"
"[('education', 0.076805976), ('occupation', 0.07146204), ('age', 0.054726033), ('sex', 0.032411961), ('hours_per_week', 0.02551477), ('native_country', 0.01513347), ('workclass', 0.010640563), ('race', 0.00360813), ('marital_status', 0.000278229)]"
"[('education', 0.076956373), ('occupation', 0.071241567), ('age', 0.054988586), ('sex', 0.032243636), ('hours_per_week', 0.02537734), ('native_country', 0.01509577), ('workclass', 0.010678874), ('race', 0.003659237), ('marital_status', 0.001909814)]"
"[('education', 0.077071062), ('occupation', 0.071967867), ('age', 0.055111223), ('sex', 0.032455488), ('hours_per_week', 0.025425204), ('native_country', 0.015244041), ('workclass', 0.010632423), ('race', 0.003526516), ('marital_status', 0.003152677)]"
"[('education', 0.076830373), ('occupation', 0.071559124), ('age', 0.054867309), ('sex', 0.032369502), ('hours_per_week', 0.025395945), ('native_country', 0.015266029), ('workclass', 0.010654769), ('race', 0.003642118), ('marital_status', 0.001646244)]"
"[('education', 0.077057442), ('occupation', 0.071248489), ('age', 0.054910914), ('sex', 0.032404785), ('hours_per_week', 0.025437299), ('native_country', 0.015182456), ('workclass', 0.010683981), ('race', 0.003610298), ('marital_status', 0.002717926)]"
