0
"[('marital_status', 0.149), ('education', 0.07), ('occupation', 0.064), ('age', 0.037), ('hours_per_week', 0.021), ('sex', 0.018), ('native_country', 0.015), ('workclass', 0.01), ('race', 0.003)]"
"[('marital_status', 0.155860786), ('education', 0.107316872), ('age', 0.03813485), ('hours_per_week', 0.024954535), ('sex', 0.019453637), ('native_country', 0.015659203), ('workclass', 0.012547302), ('occupation', 0.006602384), ('race', 0.003423834)]"
"[('marital_status', 0.155625375), ('education', 0.107111576), ('age', 0.038237977), ('hours_per_week', 0.024727875), ('sex', 0.019502785), ('native_country', 0.015832975), ('workclass', 0.012702531), ('race', 0.003460639), ('occupation', 0.001294369)]"
"[('marital_status', 0.155847945), ('education', 0.107363665), ('age', 0.038042445), ('hours_per_week', 0.024813646), ('sex', 0.019527158), ('native_country', 0.015894607), ('workclass', 0.012673802), ('race', 0.00347758), ('occupation', 0.002278736)]"
"[('marital_status', 0.155792163), ('education', 0.107513364), ('age', 0.038351664), ('hours_per_week', 0.024787068), ('sex', 0.019521651), ('native_country', 0.015583055), ('workclass', 0.012714347), ('occupation', 0.004374033), ('race', 0.003407837)]"
"[('marital_status', 0.155710383), ('education', 0.107030984), ('age', 0.03817956), ('hours_per_week', 0.024724395), ('sex', 0.019563555), ('native_country', 0.01572121), ('workclass', 0.012608632), ('race', 0.003498922), ('occupation', 0.003084685)]"
"[('marital_status', 0.155685947), ('education', 0.106933241), ('age', 0.038026014), ('hours_per_week', 0.02476536), ('sex', 0.019435427), ('native_country', 0.015772258), ('workclass', 0.012771837), ('race', 0.00344135), ('occupation', 0.002537768)]"
"[('marital_status', 0.155532307), ('education', 0.107056399), ('age', 0.038187895), ('hours_per_week', 0.024695538), ('sex', 0.019623068), ('native_country', 0.015816267), ('workclass', 0.012590911), ('race', 0.003436792), ('occupation', 0.002765488)]"
"[('marital_status', 0.156323032), ('education', 0.107078435), ('age', 0.038109785), ('hours_per_week', 0.025008213), ('sex', 0.019461431), ('native_country', 0.015549041), ('workclass', 0.012502552), ('race', 0.003367331), ('occupation', 0.003231064)]"
"[('marital_status', 0.155761795), ('education', 0.107612199), ('age', 0.038299445), ('hours_per_week', 0.024642876), ('sex', 0.019566848), ('native_country', 0.015732269), ('workclass', 0.012571925), ('occupation', 0.003380435), ('race', 0.003378202)]"
"[('marital_status', 0.155359717), ('education', 0.107218821), ('age', 0.03844244), ('hours_per_week', 0.024999347), ('sex', 0.019510392), ('native_country', 0.01591087), ('workclass', 0.012814229), ('occupation', 0.004309498), ('race', 0.003481173)]"
"[('marital_status', 0.155753723), ('education', 0.107657871), ('age', 0.037975171), ('hours_per_week', 0.024703178), ('sex', 0.01952591), ('native_country', 0.015793255), ('workclass', 0.012517505), ('race', 0.003457465), ('occupation', 0.002847763)]"
"[('marital_status', 0.155044747), ('education', 0.107244695), ('age', 0.038195963), ('hours_per_week', 0.024835389), ('sex', 0.019428153), ('native_country', 0.015833707), ('workclass', 0.012595592), ('race', 0.00343729), ('occupation', 0.002660083)]"
"[('marital_status', 0.155879061), ('education', 0.107248614), ('age', 0.038278054), ('hours_per_week', 0.024941681), ('sex', 0.019516347), ('native_country', 0.015752687), ('workclass', 0.012561101), ('race', 0.003415601), ('occupation', 0.002708099)]"
"[('marital_status', 0.15630952), ('education', 0.106644442), ('age', 0.038107632), ('hours_per_week', 0.024578204), ('sex', 0.019586703), ('native_country', 0.015615598), ('workclass', 0.012873727), ('occupation', 0.00592066), ('race', 0.003380165)]"
"[('marital_status', 0.155867733), ('education', 0.107235264), ('age', 0.038453475), ('hours_per_week', 0.025194197), ('sex', 0.019437227), ('native_country', 0.016067841), ('workclass', 0.012413965), ('occupation', 0.005744166), ('race', 0.003435165)]"
"[('marital_status', 0.156186683), ('education', 0.106989173), ('age', 0.038082408), ('hours_per_week', 0.024616784), ('sex', 0.019494309), ('native_country', 0.015847972), ('workclass', 0.012707712), ('race', 0.003471003), ('occupation', 0.003397953)]"
"[('marital_status', 0.155519076), ('education', 0.107108459), ('age', 0.038146225), ('hours_per_week', 0.024680905), ('sex', 0.019692272), ('native_country', 0.0159645), ('workclass', 0.012920486), ('occupation', 0.004557393), ('race', 0.003461007)]"
"[('marital_status', 0.155456698), ('education', 0.107282474), ('age', 0.038006755), ('hours_per_week', 0.024828407), ('sex', 0.019509697), ('native_country', 0.01576412), ('workclass', 0.012535072), ('race', 0.003503633), ('occupation', 0.001523373)]"
"[('marital_status', 0.155514009), ('education', 0.10827708), ('age', 0.038295076), ('hours_per_week', 0.02522652), ('sex', 0.019491838), ('native_country', 0.015832602), ('workclass', 0.012477408), ('occupation', 0.0036039), ('race', 0.003439037)]"
"[('marital_status', 0.155783941), ('education', 0.107435148), ('age', 0.038173548), ('hours_per_week', 0.02488732), ('sex', 0.019511596), ('native_country', 0.015705708), ('workclass', 0.012623167), ('race', 0.003444722), ('occupation', 0.001827042)]"
"[('marital_status', 0.156065627), ('education', 0.106066089), ('age', 0.038303408), ('hours_per_week', 0.024556338), ('sex', 0.019476383), ('native_country', 0.015849521), ('workclass', 0.012662874), ('occupation', 0.0042996), ('race', 0.003419047)]"
"[('marital_status', 0.155863632), ('education', 0.107935771), ('age', 0.037817441), ('hours_per_week', 0.02454597), ('sex', 0.019540817), ('native_country', 0.01572498), ('workclass', 0.012449328), ('occupation', 0.00452971), ('race', 0.003538305)]"
"[('marital_status', 0.155769746), ('education', 0.107236843), ('age', 0.037919534), ('hours_per_week', 0.024811752), ('sex', 0.019573174), ('native_country', 0.015742151), ('workclass', 0.012675289), ('race', 0.003534149), ('occupation', 0.001725167)]"
"[('marital_status', 0.15563461), ('education', 0.107326765), ('age', 0.038118016), ('hours_per_week', 0.024736545), ('sex', 0.019610294), ('native_country', 0.015654909), ('workclass', 0.012712709), ('race', 0.003512554), ('occupation', 0.002399389)]"
"[('marital_status', 0.155736993), ('education', 0.107488551), ('age', 0.038210828), ('hours_per_week', 0.024708061), ('sex', 0.019553121), ('native_country', 0.015792105), ('workclass', 0.012643919), ('race', 0.003471516), ('occupation', 0.002356066)]"
"[('marital_status', 0.155451911), ('education', 0.106812771), ('age', 0.037946079), ('hours_per_week', 0.024710785), ('sex', 0.019373492), ('native_country', 0.015887478), ('workclass', 0.012597462), ('occupation', 0.004489724), ('race', 0.003460321)]"
