0
"[('marital_status', 0.149), ('education', 0.07), ('occupation', 0.064), ('age', 0.037), ('hours_per_week', 0.021), ('sex', 0.018), ('native_country', 0.015), ('workclass', 0.01), ('race', 0.003)]"
"[('marital_status', 0.163020788), ('education', 0.079524717), ('occupation', 0.065954793), ('age', 0.037862526), ('hours_per_week', 0.023277504), ('native_country', 0.015076929), ('workclass', 0.010475931), ('race', 0.003289221), ('sex', 3.01e-05)]"
"[('marital_status', 0.163173159), ('education', 0.079678146), ('occupation', 0.065941305), ('age', 0.037954054), ('hours_per_week', 0.023205968), ('native_country', 0.015075309), ('workclass', 0.010523286), ('race', 0.003253536), ('sex', 0.000552158)]"
"[('marital_status', 0.163068446), ('education', 0.079551943), ('occupation', 0.065917879), ('age', 0.037893866), ('hours_per_week', 0.023273548), ('native_country', 0.01509983), ('workclass', 0.010464984), ('race', 0.003286308), ('sex', 8.95e-05)]"
"[('marital_status', 0.163054486), ('education', 0.07954441), ('occupation', 0.065935604), ('age', 0.037907089), ('hours_per_week', 0.023286207), ('native_country', 0.015036078), ('workclass', 0.010492155), ('race', 0.003287671), ('sex', 7.59e-05)]"
"[('marital_status', 0.162841418), ('education', 0.079546403), ('occupation', 0.065973789), ('age', 0.037891162), ('hours_per_week', 0.023193185), ('native_country', 0.015106654), ('workclass', 0.010462374), ('race', 0.003306428), ('sex', 0.000754898)]"
"[('marital_status', 0.163054449), ('education', 0.079514852), ('occupation', 0.065958107), ('age', 0.037873024), ('hours_per_week', 0.023254653), ('native_country', 0.015079443), ('workclass', 0.010459977), ('race', 0.003285921), ('sex', 5.31e-05)]"
"[('marital_status', 0.162886079), ('education', 0.079440568), ('occupation', 0.065977276), ('age', 0.03786036), ('hours_per_week', 0.02325748), ('native_country', 0.015083611), ('workclass', 0.010494196), ('race', 0.003277456), ('sex', 0.000355)]"
"[('marital_status', 0.163052553), ('education', 0.079522771), ('occupation', 0.065963549), ('age', 0.037842208), ('hours_per_week', 0.023244767), ('native_country', 0.015075148), ('workclass', 0.010453992), ('race', 0.003286703), ('sex', 0.000158461)]"
"[('marital_status', 0.163028074), ('education', 0.079572611), ('occupation', 0.065964737), ('age', 0.037889583), ('hours_per_week', 0.023284234), ('native_country', 0.015069051), ('workclass', 0.01047324), ('race', 0.003284263), ('sex', 7.98e-05)]"
"[('marital_status', 0.162947385), ('education', 0.079277712), ('occupation', 0.065921176), ('age', 0.037944307), ('hours_per_week', 0.023283279), ('native_country', 0.01503081), ('workclass', 0.010467053), ('race', 0.003283335), ('sex', 0.000749465)]"
"[('marital_status', 0.162931287), ('education', 0.079513252), ('occupation', 0.065972309), ('age', 0.037889321), ('hours_per_week', 0.023262701), ('native_country', 0.015069621), ('workclass', 0.010463316), ('race', 0.003290589), ('sex', 0.000112878)]"
"[('marital_status', 0.16322499), ('education', 0.079545726), ('occupation', 0.066030308), ('age', 0.037988862), ('hours_per_week', 0.023257908), ('native_country', 0.015128387), ('workclass', 0.010507444), ('race', 0.003286246), ('sex', 0.000343394)]"
"[('marital_status', 0.163029865), ('education', 0.079500843), ('occupation', 0.065965361), ('age', 0.037873205), ('hours_per_week', 0.023288034), ('native_country', 0.015084421), ('workclass', 0.01048436), ('race', 0.003292981), ('sex', 2.17e-05)]"
"[('marital_status', 0.16303207), ('education', 0.079518032), ('occupation', 0.065972519), ('age', 0.037868165), ('hours_per_week', 0.023270218), ('native_country', 0.015089835), ('workclass', 0.010472116), ('race', 0.0032884), ('sex', 2.48e-05)]"
"[('marital_status', 0.16292975), ('education', 0.079552739), ('occupation', 0.066006903), ('age', 0.03786106), ('hours_per_week', 0.023234898), ('native_country', 0.015066048), ('workclass', 0.01047276), ('race', 0.003288069), ('sex', 0.000106709)]"
"[('marital_status', 0.162949908), ('education', 0.079563827), ('occupation', 0.066028169), ('age', 0.037885524), ('hours_per_week', 0.0232861), ('native_country', 0.015093265), ('workclass', 0.010461641), ('race', 0.003290682), ('sex', 0.000315446)]"
"[('marital_status', 0.162837305), ('education', 0.079444035), ('occupation', 0.0658695), ('age', 0.037910632), ('hours_per_week', 0.023378218), ('native_country', 0.01507804), ('workclass', 0.010453032), ('race', 0.003316785), ('sex', 0.000567514)]"
"[('marital_status', 0.163022729), ('education', 0.079504865), ('occupation', 0.065970489), ('age', 0.037874637), ('hours_per_week', 0.023277294), ('native_country', 0.01508119), ('workclass', 0.010474128), ('race', 0.003289901), ('sex', 2.01e-05)]"
"[('marital_status', 0.163117191), ('education', 0.07957416), ('occupation', 0.065977284), ('age', 0.037882739), ('hours_per_week', 0.023321452), ('native_country', 0.01508472), ('workclass', 0.010496671), ('race', 0.003284368), ('sex', 0.000262783)]"
"[('marital_status', 0.163029753), ('education', 0.079533), ('occupation', 0.065954864), ('age', 0.037880438), ('hours_per_week', 0.023258093), ('native_country', 0.015071939), ('workclass', 0.010476725), ('race', 0.003289637), ('sex', 2.51e-05)]"
"[('marital_status', 0.163056125), ('education', 0.079519208), ('occupation', 0.065956436), ('age', 0.037880067), ('hours_per_week', 0.023316524), ('native_country', 0.015070119), ('workclass', 0.010462497), ('race', 0.003296723), ('sex', 7.87e-05)]"
"[('marital_status', 0.16301287), ('education', 0.079522762), ('occupation', 0.065968544), ('age', 0.03786269), ('hours_per_week', 0.02325383), ('native_country', 0.015048472), ('workclass', 0.010485277), ('race', 0.003283974), ('sex', 7.32e-05)]"
"[('marital_status', 0.163053704), ('education', 0.079604457), ('occupation', 0.065982656), ('age', 0.037897713), ('hours_per_week', 0.023285752), ('native_country', 0.015073677), ('workclass', 0.010485818), ('race', 0.003282959), ('sex', 9.96e-05)]"
"[('marital_status', 0.1629086), ('education', 0.079518915), ('occupation', 0.066007428), ('age', 0.037869064), ('hours_per_week', 0.023321079), ('native_country', 0.015071557), ('workclass', 0.010484271), ('race', 0.00328514), ('sex', 0.000154411)]"
"[('marital_status', 0.162973618), ('education', 0.07966052), ('occupation', 0.065896083), ('age', 0.037861046), ('hours_per_week', 0.02332595), ('native_country', 0.015018434), ('workclass', 0.010495102), ('race', 0.00327728), ('sex', 0.000250144)]"
"[('marital_status', 0.163016791), ('education', 0.079510916), ('occupation', 0.065922229), ('age', 0.037880057), ('hours_per_week', 0.023273244), ('native_country', 0.015052409), ('workclass', 0.01046412), ('race', 0.00329312), ('sex', 0.000165823)]"
"[('marital_status', 0.163030643), ('education', 0.079608622), ('occupation', 0.066039224), ('age', 0.037866173), ('hours_per_week', 0.023326446), ('native_country', 0.015027094), ('workclass', 0.010479352), ('race', 0.00329165), ('sex', 0.000209352)]"
"[('marital_status', 0.162920646), ('education', 0.079432008), ('occupation', 0.065940257), ('age', 0.037787702), ('hours_per_week', 0.023232406), ('native_country', 0.015090038), ('workclass', 0.010416327), ('race', 0.003303772), ('sex', 0.000532277)]"
"[('marital_status', 0.16304988), ('education', 0.079378234), ('occupation', 0.066016382), ('age', 0.037970328), ('hours_per_week', 0.023230691), ('native_country', 0.015114693), ('workclass', 0.010479325), ('race', 0.003289125), ('sex', 0.000526051)]"
"[('marital_status', 0.162973726), ('education', 0.079522673), ('occupation', 0.065933882), ('age', 0.037909183), ('hours_per_week', 0.023296098), ('native_country', 0.015078117), ('workclass', 0.010464208), ('race', 0.003293651), ('sex', 0.000125974)]"
"[('marital_status', 0.16302877), ('education', 0.079536573), ('occupation', 0.065951426), ('age', 0.037863128), ('hours_per_week', 0.023278912), ('native_country', 0.015077912), ('workclass', 0.010473341), ('race', 0.003286736), ('sex', 3.54e-05)]"
"[('marital_status', 0.162993973), ('education', 0.079507315), ('occupation', 0.065967049), ('age', 0.037878991), ('hours_per_week', 0.023300068), ('native_country', 0.015078212), ('workclass', 0.010465882), ('race', 0.00329178), ('sex', 3.2e-05)]"
"[('marital_status', 0.163020221), ('education', 0.079528852), ('occupation', 0.065954279), ('age', 0.037869073), ('hours_per_week', 0.023279945), ('native_country', 0.015080389), ('workclass', 0.010475003), ('race', 0.00328727), ('sex', 1.04e-05)]"
"[('marital_status', 0.163017367), ('education', 0.079534057), ('occupation', 0.066044578), ('age', 0.03785916), ('hours_per_week', 0.023254381), ('native_country', 0.01509041), ('workclass', 0.010472056), ('race', 0.003283109), ('sex', 0.000184012)]"
"[('marital_status', 0.162930126), ('education', 0.079629189), ('occupation', 0.065847244), ('age', 0.037766854), ('hours_per_week', 0.023369185), ('native_country', 0.015099966), ('workclass', 0.010464204), ('race', 0.003304538), ('sex', 0.000894991)]"
"[('marital_status', 0.163122973), ('education', 0.079356752), ('occupation', 0.065929735), ('age', 0.037867663), ('hours_per_week', 0.023245764), ('native_country', 0.015064103), ('workclass', 0.010467007), ('race', 0.003291977), ('sex', 0.000220233)]"
"[('marital_status', 0.163007907), ('education', 0.079531997), ('occupation', 0.065955026), ('age', 0.037870327), ('hours_per_week', 0.023277598), ('native_country', 0.015080951), ('workclass', 0.010472862), ('race', 0.003289537), ('sex', 2.69e-05)]"
"[('marital_status', 0.163036485), ('education', 0.079548595), ('occupation', 0.066001759), ('age', 0.037904493), ('hours_per_week', 0.023211525), ('native_country', 0.015099566), ('workclass', 0.010449966), ('race', 0.003292511), ('sex', 0.000235315)]"
"[('marital_status', 0.163027215), ('education', 0.079492446), ('occupation', 0.065984588), ('age', 0.037863534), ('hours_per_week', 0.023264813), ('native_country', 0.015079128), ('workclass', 0.010482408), ('race', 0.003292048), ('sex', 3.85e-05)]"
"[('marital_status', 0.163005743), ('education', 0.079523031), ('occupation', 0.065948858), ('age', 0.037861974), ('hours_per_week', 0.023273724), ('native_country', 0.015079728), ('workclass', 0.010473396), ('race', 0.003290561), ('sex', 5.31e-05)]"
"[('marital_status', 0.162987955), ('education', 0.079520327), ('occupation', 0.065968841), ('age', 0.037871947), ('hours_per_week', 0.023272522), ('native_country', 0.015088385), ('workclass', 0.010473714), ('race', 0.003292846), ('sex', 2.85e-05)]"
"[('marital_status', 0.16303987), ('education', 0.079536233), ('occupation', 0.06593816), ('age', 0.037876147), ('hours_per_week', 0.023287102), ('native_country', 0.015078153), ('workclass', 0.010476241), ('race', 0.003287759), ('sex', 2.49e-05)]"
"[('marital_status', 0.163019557), ('education', 0.079521043), ('occupation', 0.065959364), ('age', 0.037873701), ('hours_per_week', 0.023273318), ('native_country', 0.015082252), ('workclass', 0.010478763), ('race', 0.003290435), ('sex', 2.82e-05)]"
"[('marital_status', 0.162965461), ('education', 0.079532252), ('occupation', 0.066032362), ('age', 0.037877745), ('hours_per_week', 0.023320961), ('native_country', 0.015106968), ('workclass', 0.010493166), ('race', 0.003294368), ('sex', 0.000264076)]"
"[('marital_status', 0.163051653), ('education', 0.079511149), ('occupation', 0.065977779), ('age', 0.037878103), ('hours_per_week', 0.023280962), ('native_country', 0.015067617), ('workclass', 0.010485443), ('race', 0.003287867), ('sex', 4.29e-05)]"
"[('marital_status', 0.16290398), ('education', 0.07943348), ('occupation', 0.065938393), ('age', 0.037853266), ('hours_per_week', 0.023277513), ('native_country', 0.015064458), ('workclass', 0.010446457), ('race', 0.003285583), ('sex', 0.000305686)]"
"[('marital_status', 0.163002726), ('education', 0.079599939), ('occupation', 0.065939171), ('age', 0.037798042), ('hours_per_week', 0.023287152), ('native_country', 0.015129422), ('workclass', 0.010477443), ('race', 0.003318413), ('sex', 0.000304653)]"
"[('marital_status', 0.162777551), ('education', 0.079643979), ('occupation', 0.065983252), ('age', 0.037891692), ('hours_per_week', 0.023238498), ('native_country', 0.015106766), ('workclass', 0.010477243), ('race', 0.003299601), ('sex', 0.000723381)]"
"[('marital_status', 0.163028007), ('education', 0.079422482), ('occupation', 0.066016145), ('age', 0.037929428), ('hours_per_week', 0.023284765), ('native_country', 0.015085039), ('workclass', 0.010491674), ('race', 0.003288933), ('sex', 0.000100159)]"
"[('marital_status', 0.162946182), ('education', 0.07965066), ('occupation', 0.065923533), ('age', 0.037937573), ('hours_per_week', 0.023270098), ('native_country', 0.015081379), ('workclass', 0.01048691), ('race', 0.003281378), ('sex', 0.000147387)]"
