0
"[('marital_status', 0.149), ('education', 0.07), ('occupation', 0.064), ('age', 0.037), ('hours_per_week', 0.021), ('sex', 0.018), ('native_country', 0.015), ('workclass', 0.01), ('race', 0.003)]"
"[('marital_status', 0.153098726), ('education', 0.082485653), ('occupation', 0.068125545), ('age', 0.035802233), ('sex', 0.020308671), ('native_country', 0.015323867), ('workclass', 0.010656203), ('race', 0.003156162), ('hours_per_week', 0.000491121)]"
"[('marital_status', 0.153123091), ('education', 0.082506066), ('occupation', 0.068256692), ('age', 0.035888677), ('sex', 0.020276178), ('native_country', 0.015294062), ('workclass', 0.010644837), ('race', 0.003153109), ('hours_per_week', 0.000235564)]"
"[('marital_status', 0.153027747), ('education', 0.082498589), ('occupation', 0.068258614), ('age', 0.035835748), ('sex', 0.020249546), ('native_country', 0.015267817), ('workclass', 0.010661415), ('race', 0.003148714), ('hours_per_week', 0.000208109)]"
"[('marital_status', 0.153223835), ('education', 0.082514514), ('occupation', 0.068194636), ('age', 0.035860392), ('sex', 0.020291432), ('native_country', 0.015320166), ('workclass', 0.010702398), ('race', 0.003156262), ('hours_per_week', 0.000143833)]"
"[('marital_status', 0.152991628), ('education', 0.082498878), ('occupation', 0.068192124), ('age', 0.035842448), ('sex', 0.020318181), ('native_country', 0.015231568), ('workclass', 0.01070345), ('race', 0.003150749), ('hours_per_week', 0.000304436)]"
"[('marital_status', 0.153149044), ('education', 0.082455602), ('occupation', 0.06808227), ('age', 0.035850353), ('sex', 0.020260519), ('native_country', 0.015270615), ('workclass', 0.010695005), ('race', 0.003144109), ('hours_per_week', 0.000280484)]"
"[('marital_status', 0.153252846), ('education', 0.082600349), ('occupation', 0.068185718), ('age', 0.035858011), ('sex', 0.020276211), ('native_country', 0.015313273), ('workclass', 0.010650856), ('race', 0.003156265), ('hours_per_week', 0.00014318)]"
"[('marital_status', 0.153145923), ('education', 0.08253011), ('occupation', 0.068224542), ('age', 0.035848641), ('sex', 0.020273622), ('native_country', 0.01528618), ('workclass', 0.010668997), ('race', 0.003156013), ('hours_per_week', 3.26e-05)]"
"[('marital_status', 0.153227177), ('education', 0.082612989), ('occupation', 0.068244819), ('age', 0.035836899), ('sex', 0.020245297), ('native_country', 0.015291532), ('workclass', 0.010675342), ('race', 0.003160578), ('hours_per_week', 0.000232529)]"
"[('marital_status', 0.153332684), ('education', 0.082438574), ('occupation', 0.068330353), ('age', 0.035895715), ('sex', 0.020296935), ('native_country', 0.015271604), ('workclass', 0.01067919), ('race', 0.003155844), ('hours_per_week', 0.000299196)]"
"[('marital_status', 0.152762183), ('education', 0.082343785), ('occupation', 0.068270786), ('age', 0.035779616), ('sex', 0.020290028), ('native_country', 0.015420281), ('workclass', 0.010602142), ('race', 0.003176686), ('hours_per_week', 0.001088708)]"
"[('marital_status', 0.153172364), ('education', 0.082558138), ('occupation', 0.068188494), ('age', 0.035815785), ('sex', 0.020284398), ('native_country', 0.015275551), ('workclass', 0.010644615), ('race', 0.003157481), ('hours_per_week', 6.63e-05)]"
"[('marital_status', 0.153105046), ('education', 0.08250685), ('occupation', 0.068165741), ('age', 0.035862877), ('sex', 0.020298982), ('native_country', 0.015279345), ('workclass', 0.010684076), ('race', 0.003147675), ('hours_per_week', 0.000208511)]"
"[('marital_status', 0.153109593), ('education', 0.082554787), ('occupation', 0.068221585), ('age', 0.035876224), ('sex', 0.020273076), ('native_country', 0.01525692), ('workclass', 0.010658195), ('race', 0.003159732), ('hours_per_week', 6.43e-05)]"
"[('marital_status', 0.153367884), ('education', 0.08240556), ('occupation', 0.068180757), ('age', 0.035810983), ('sex', 0.020302344), ('native_country', 0.015307739), ('workclass', 0.010649576), ('race', 0.003142669), ('hours_per_week', 0.00044822)]"
"[('marital_status', 0.153096259), ('education', 0.082554266), ('occupation', 0.068202049), ('age', 0.035851771), ('sex', 0.020293313), ('native_country', 0.015286216), ('workclass', 0.010670868), ('race', 0.003158368), ('hours_per_week', 2.41e-05)]"
"[('marital_status', 0.153129969), ('education', 0.08255355), ('occupation', 0.068203542), ('age', 0.035842071), ('sex', 0.020278195), ('native_country', 0.015280465), ('workclass', 0.010659714), ('race', 0.003155276), ('hours_per_week', 2.25e-05)]"
"[('marital_status', 0.153140676), ('education', 0.082543118), ('occupation', 0.068200998), ('age', 0.035849089), ('sex', 0.020275765), ('native_country', 0.015284021), ('workclass', 0.010662941), ('race', 0.003158653), ('hours_per_week', 2.41e-05)]"
"[('marital_status', 0.153143962), ('education', 0.082450967), ('occupation', 0.068138841), ('age', 0.035723902), ('sex', 0.020290651), ('native_country', 0.015318161), ('workclass', 0.01069575), ('race', 0.00315689), ('hours_per_week', 0.000498773)]"
"[('marital_status', 0.153168409), ('education', 0.082507474), ('occupation', 0.068145413), ('age', 0.035742072), ('sex', 0.020287863), ('native_country', 0.015278349), ('workclass', 0.01068154), ('race', 0.003152484), ('hours_per_week', 0.000322967)]"
"[('marital_status', 0.152946113), ('education', 0.082568593), ('occupation', 0.068306614), ('age', 0.035927043), ('sex', 0.020292894), ('native_country', 0.015263449), ('workclass', 0.010664743), ('race', 0.003145457), ('hours_per_week', 0.0002074)]"
"[('marital_status', 0.153085333), ('education', 0.082864001), ('occupation', 0.0679756), ('age', 0.03580689), ('sex', 0.020213105), ('native_country', 0.015264047), ('workclass', 0.01062753), ('race', 0.003149819), ('hours_per_week', 0.001544166)]"
"[('marital_status', 0.152991446), ('education', 0.0824665), ('occupation', 0.068238767), ('age', 0.035866779), ('sex', 0.020234581), ('native_country', 0.015295574), ('workclass', 0.010643878), ('race', 0.003148557), ('hours_per_week', 0.000243174)]"
"[('marital_status', 0.153093349), ('education', 0.082555123), ('occupation', 0.068265041), ('age', 0.035837874), ('sex', 0.020303584), ('native_country', 0.015278079), ('workclass', 0.010667813), ('race', 0.003157652), ('hours_per_week', 0.000127743)]"
"[('marital_status', 0.152964628), ('education', 0.082671506), ('occupation', 0.068128537), ('age', 0.035838017), ('sex', 0.020246487), ('native_country', 0.015357814), ('workclass', 0.010629402), ('race', 0.003202092), ('hours_per_week', 0.000437692)]"
"[('marital_status', 0.153106792), ('education', 0.082545448), ('occupation', 0.068199247), ('age', 0.035848067), ('sex', 0.020290468), ('native_country', 0.015286168), ('workclass', 0.01066219), ('race', 0.003157615), ('hours_per_week', 2.92e-05)]"
"[('marital_status', 0.153131215), ('education', 0.082497927), ('occupation', 0.068159266), ('age', 0.035872942), ('sex', 0.02028444), ('native_country', 0.015284038), ('workclass', 0.010650119), ('race', 0.00315969), ('hours_per_week', 0.000162954)]"
"[('marital_status', 0.153216838), ('education', 0.082464811), ('occupation', 0.068313314), ('age', 0.035845694), ('sex', 0.020250556), ('native_country', 0.01524369), ('workclass', 0.010697797), ('race', 0.003167705), ('hours_per_week', 0.000869368)]"
"[('marital_status', 0.153183531), ('education', 0.082621037), ('occupation', 0.068234367), ('age', 0.035904011), ('sex', 0.020272106), ('native_country', 0.015307979), ('workclass', 0.010633036), ('race', 0.003138137), ('hours_per_week', 0.000123867)]"
"[('marital_status', 0.153099513), ('education', 0.082568025), ('occupation', 0.068210592), ('age', 0.035817103), ('sex', 0.020288971), ('native_country', 0.015265338), ('workclass', 0.010656242), ('race', 0.003154363), ('hours_per_week', 7.51e-05)]"
"[('marital_status', 0.152985848), ('education', 0.08257558), ('occupation', 0.068196195), ('age', 0.035895442), ('sex', 0.020281151), ('native_country', 0.015263814), ('workclass', 0.010641486), ('race', 0.003155203), ('hours_per_week', 0.000208355)]"
"[('marital_status', 0.153126937), ('education', 0.08255436), ('occupation', 0.068203132), ('age', 0.035840498), ('sex', 0.020282513), ('native_country', 0.015286015), ('workclass', 0.010666284), ('race', 0.003153496), ('hours_per_week', 9.32e-05)]"
"[('marital_status', 0.153168978), ('education', 0.082490012), ('occupation', 0.068312616), ('age', 0.035898892), ('sex', 0.02027539), ('native_country', 0.015357975), ('workclass', 0.010655642), ('race', 0.003153794), ('hours_per_week', 0.000348582)]"
"[('marital_status', 0.153139137), ('education', 0.082514198), ('occupation', 0.068236187), ('age', 0.035854112), ('sex', 0.02027845), ('native_country', 0.015266527), ('workclass', 0.0106683), ('race', 0.003158888), ('hours_per_week', 3.88e-05)]"
"[('marital_status', 0.153034442), ('education', 0.082488825), ('occupation', 0.068210691), ('age', 0.035899783), ('sex', 0.020317605), ('native_country', 0.015266204), ('workclass', 0.010668037), ('race', 0.003156415), ('hours_per_week', 0.000208756)]"
"[('marital_status', 0.153203608), ('education', 0.082483433), ('occupation', 0.068269015), ('age', 0.035831495), ('sex', 0.020275237), ('native_country', 0.015238047), ('workclass', 0.010640999), ('race', 0.003158041), ('hours_per_week', 0.000121189)]"
"[('marital_status', 0.153132462), ('education', 0.082553826), ('occupation', 0.06822576), ('age', 0.035858684), ('sex', 0.020279313), ('native_country', 0.01529669), ('workclass', 0.010659557), ('race', 0.003155166), ('hours_per_week', 2.87e-05)]"
"[('marital_status', 0.153013626), ('education', 0.082736447), ('occupation', 0.068258701), ('age', 0.035838411), ('sex', 0.02027653), ('native_country', 0.015246721), ('workclass', 0.010709467), ('race', 0.003153988), ('hours_per_week', 0.000354062)]"
"[('marital_status', 0.153134895), ('education', 0.082587152), ('occupation', 0.068166016), ('age', 0.035849041), ('sex', 0.020288504), ('native_country', 0.015290944), ('workclass', 0.010644753), ('race', 0.003158936), ('hours_per_week', 5.6e-05)]"
"[('marital_status', 0.153109872), ('education', 0.08257935), ('occupation', 0.068200853), ('age', 0.035820994), ('sex', 0.020287161), ('native_country', 0.01525986), ('workclass', 0.010684244), ('race', 0.003159721), ('hours_per_week', 6.77e-05)]"
"[('marital_status', 0.153254145), ('education', 0.082427521), ('occupation', 0.068263009), ('age', 0.035790106), ('sex', 0.020254532), ('native_country', 0.015297776), ('workclass', 0.010704551), ('race', 0.00313694), ('hours_per_week', 0.000264102)]"
"[('marital_status', 0.153082085), ('education', 0.082613681), ('occupation', 0.068214122), ('age', 0.035879792), ('sex', 0.020263706), ('native_country', 0.015285433), ('workclass', 0.010660436), ('race', 0.003160371), ('hours_per_week', 8.47e-05)]"
"[('marital_status', 0.153118842), ('education', 0.082587169), ('occupation', 0.068173225), ('age', 0.035888893), ('sex', 0.020308958), ('native_country', 0.01535013), ('workclass', 0.010686878), ('race', 0.003154571), ('hours_per_week', 0.000251336)]"
"[('marital_status', 0.152781086), ('education', 0.082757877), ('occupation', 0.068266062), ('age', 0.035699596), ('sex', 0.020300446), ('native_country', 0.015360272), ('workclass', 0.010604803), ('race', 0.003204824), ('hours_per_week', 0.001781021)]"
"[('marital_status', 0.153118691), ('education', 0.082527074), ('occupation', 0.068132502), ('age', 0.035836831), ('sex', 0.020299782), ('native_country', 0.015261173), ('workclass', 0.010656332), ('race', 0.003158092), ('hours_per_week', 0.000217512)]"
"[('marital_status', 0.153216654), ('education', 0.082632718), ('occupation', 0.068245481), ('age', 0.035858001), ('sex', 0.020277782), ('native_country', 0.015292321), ('workclass', 0.010706252), ('race', 0.003150302), ('hours_per_week', 0.000321494)]"
"[('marital_status', 0.153122597), ('education', 0.082557538), ('occupation', 0.068214479), ('age', 0.035873901), ('sex', 0.020289072), ('native_country', 0.015310946), ('workclass', 0.01065176), ('race', 0.003149962), ('hours_per_week', 3.65e-05)]"
"[('marital_status', 0.153208929), ('education', 0.082479328), ('occupation', 0.068153453), ('age', 0.03590849), ('sex', 0.02025965), ('native_country', 0.015333597), ('workclass', 0.010671751), ('race', 0.003152555), ('hours_per_week', 0.000182776)]"
"[('marital_status', 0.153127483), ('education', 0.082529856), ('occupation', 0.068203964), ('age', 0.035853107), ('sex', 0.020293374), ('native_country', 0.015269409), ('workclass', 0.010670939), ('race', 0.003153962), ('hours_per_week', 3.05e-05)]"
"[('marital_status', 0.15304257), ('education', 0.082552478), ('occupation', 0.068137662), ('age', 0.035787123), ('sex', 0.020284194), ('native_country', 0.0153326), ('workclass', 0.010721378), ('race', 0.003148725), ('hours_per_week', 0.000270655)]"
