0
"[('marital_status', 0.149), ('education', 0.07), ('occupation', 0.064), ('age', 0.037), ('hours_per_week', 0.021), ('sex', 0.018), ('native_country', 0.015), ('workclass', 0.01), ('race', 0.003)]"
"[('marital_status', 0.147620462), ('education', 0.079215011), ('occupation', 0.065770202), ('age', 0.036538387), ('hours_per_week', 0.021786394), ('sex', 0.018549643), ('workclass', 0.010374587), ('native_country', 0.009356935), ('race', 0.003051568)]"
"[('marital_status', 0.149195044), ('education', 0.080035586), ('occupation', 0.064745848), ('age', 0.036666903), ('hours_per_week', 0.021476132), ('sex', 0.01848147), ('native_country', 0.013248493), ('workclass', 0.010449294), ('race', 0.003233944)]"
"[('marital_status', 0.148498418), ('education', 0.080744847), ('occupation', 0.065356153), ('age', 0.037213733), ('hours_per_week', 0.021335992), ('sex', 0.018533804), ('native_country', 0.011146635), ('workclass', 0.010405684), ('race', 0.003186484)]"
"[('marital_status', 0.149314462), ('education', 0.079575117), ('occupation', 0.065831655), ('age', 0.036882304), ('hours_per_week', 0.02192206), ('sex', 0.018516001), ('workclass', 0.010442668), ('native_country', 0.008614659), ('race', 0.003009674)]"
"[('marital_status', 0.148848276), ('education', 0.079598201), ('occupation', 0.065347122), ('age', 0.036031465), ('hours_per_week', 0.021628418), ('sex', 0.018431815), ('workclass', 0.010330395), ('native_country', 0.008468764), ('race', 0.003170755)]"
"[('marital_status', 0.14864669), ('education', 0.079736378), ('occupation', 0.065524285), ('age', 0.036699547), ('hours_per_week', 0.021736131), ('sex', 0.018264448), ('native_country', 0.010805904), ('workclass', 0.010351518), ('race', 0.003183764)]"
"[('marital_status', 0.149533186), ('education', 0.080418917), ('occupation', 0.065338959), ('age', 0.036921526), ('hours_per_week', 0.021777555), ('sex', 0.018465172), ('native_country', 0.012609769), ('workclass', 0.010258454), ('race', 0.003145339)]"
"[('marital_status', 0.149289406), ('education', 0.07899197), ('occupation', 0.065614255), ('age', 0.036164163), ('hours_per_week', 0.021880551), ('sex', 0.018614534), ('native_country', 0.01200561), ('workclass', 0.010851978), ('race', 0.003278274)]"
"[('marital_status', 0.149887574), ('education', 0.079522382), ('occupation', 0.065926625), ('age', 0.036740958), ('hours_per_week', 0.022011), ('sex', 0.018657213), ('native_country', 0.011451532), ('workclass', 0.010269905), ('race', 0.003225131)]"
"[('marital_status', 0.14959363), ('education', 0.079416328), ('occupation', 0.06543244), ('age', 0.036967033), ('hours_per_week', 0.021713709), ('sex', 0.018283971), ('native_country', 0.013401686), ('workclass', 0.010707327), ('race', 0.003214569)]"
"[('marital_status', 0.149561542), ('education', 0.080144318), ('occupation', 0.065269782), ('age', 0.036350595), ('hours_per_week', 0.021621318), ('sex', 0.018375762), ('native_country', 0.010864878), ('workclass', 0.010377753), ('race', 0.003153784)]"
"[('marital_status', 0.149829046), ('education', 0.079529709), ('occupation', 0.065634111), ('age', 0.037308987), ('hours_per_week', 0.02189069), ('sex', 0.018673533), ('native_country', 0.010319651), ('workclass', 0.010153481), ('race', 0.003135327)]"
"[('marital_status', 0.149013232), ('education', 0.079307705), ('occupation', 0.066165767), ('age', 0.036743034), ('hours_per_week', 0.021587492), ('sex', 0.018646336), ('native_country', 0.011521274), ('workclass', 0.010640325), ('race', 0.003182208)]"
"[('marital_status', 0.148328285), ('education', 0.080291227), ('occupation', 0.065817267), ('age', 0.036797318), ('hours_per_week', 0.021700834), ('sex', 0.018517765), ('workclass', 0.010444479), ('native_country', 0.008979475), ('race', 0.003278271)]"
"[('marital_status', 0.150507358), ('education', 0.079617731), ('occupation', 0.066154711), ('age', 0.036624951), ('hours_per_week', 0.021851404), ('sex', 0.01835944), ('native_country', 0.010401683), ('workclass', 0.010362346), ('race', 0.003167952)]"
"[('marital_status', 0.148709379), ('education', 0.07894761), ('occupation', 0.066119517), ('age', 0.036779492), ('hours_per_week', 0.022064889), ('sex', 0.018510441), ('native_country', 0.017236822), ('workclass', 0.010230504), ('race', 0.003359025)]"
"[('marital_status', 0.148721465), ('education', 0.079670278), ('occupation', 0.065176275), ('age', 0.036977803), ('hours_per_week', 0.021605115), ('sex', 0.018423119), ('native_country', 0.013217734), ('workclass', 0.010194996), ('race', 0.003112678)]"
"[('marital_status', 0.151264005), ('education', 0.079318086), ('occupation', 0.065808165), ('age', 0.036607736), ('hours_per_week', 0.021845703), ('sex', 0.018448857), ('native_country', 0.015654463), ('workclass', 0.010536825), ('race', 0.003202688)]"
"[('marital_status', 0.148182737), ('education', 0.079901042), ('occupation', 0.065359152), ('age', 0.037086652), ('hours_per_week', 0.021741029), ('sex', 0.018585054), ('workclass', 0.010510652), ('native_country', 0.00905683), ('race', 0.003099944)]"
"[('marital_status', 0.149173094), ('education', 0.079453277), ('occupation', 0.065415455), ('age', 0.037018417), ('hours_per_week', 0.021683835), ('sex', 0.01842695), ('workclass', 0.01051735), ('native_country', 0.010378142), ('race', 0.003180862)]"
