0
"[('marital_status', 0.149), ('education', 0.07), ('occupation', 0.064), ('age', 0.037), ('hours_per_week', 0.021), ('sex', 0.018), ('native_country', 0.015), ('workclass', 0.01), ('race', 0.003)]"
"[('marital_status', 0.149606815), ('education', 0.080823733), ('occupation', 0.06730965), ('age', 0.038024546), ('hours_per_week', 0.021954459), ('sex', 0.018759634), ('native_country', 0.015265745), ('race', 0.003044885), ('workclass', 0.000394411)]"
"[('marital_status', 0.149536017), ('education', 0.080786374), ('occupation', 0.067389491), ('age', 0.038048254), ('hours_per_week', 0.022006748), ('sex', 0.018785914), ('native_country', 0.015298192), ('race', 0.003007416), ('workclass', 0.000416073)]"
"[('marital_status', 0.149583492), ('education', 0.08065772), ('occupation', 0.067501943), ('age', 0.038002635), ('hours_per_week', 0.022182372), ('sex', 0.018753231), ('native_country', 0.015299473), ('race', 0.003035762), ('workclass', 0.001226323)]"
"[('marital_status', 0.149542502), ('education', 0.080817545), ('occupation', 0.067587549), ('age', 0.038103198), ('hours_per_week', 0.021874801), ('sex', 0.018840434), ('native_country', 0.015330008), ('race', 0.00303982), ('workclass', 0.001166356)]"
"[('marital_status', 0.149555617), ('education', 0.080721439), ('occupation', 0.067370537), ('age', 0.038022771), ('hours_per_week', 0.02195894), ('sex', 0.018745401), ('native_country', 0.01526588), ('race', 0.003045879), ('workclass', 0.000438348)]"
"[('marital_status', 0.149543664), ('education', 0.081091199), ('occupation', 0.067499231), ('age', 0.03793591), ('hours_per_week', 0.021947174), ('sex', 0.018796036), ('native_country', 0.015199936), ('race', 0.003023729), ('workclass', 0.001802846)]"
"[('marital_status', 0.150009919), ('education', 0.08068075), ('occupation', 0.067327413), ('age', 0.037836404), ('hours_per_week', 0.021962845), ('sex', 0.01871953), ('native_country', 0.015298328), ('race', 0.003008329), ('workclass', 0.001394552)]"
"[('marital_status', 0.150018417), ('education', 0.080873822), ('occupation', 0.067532909), ('age', 0.038282656), ('hours_per_week', 0.02216453), ('sex', 0.018782522), ('native_country', 0.015265748), ('race', 0.003038231), ('workclass', 0.001808639)]"
"[('marital_status', 0.149781993), ('education', 0.080878965), ('occupation', 0.067133154), ('age', 0.038088598), ('hours_per_week', 0.021925662), ('sex', 0.018801085), ('native_country', 0.01539589), ('race', 0.003029856), ('workclass', 0.001342446)]"
"[('marital_status', 0.149312233), ('education', 0.080823478), ('occupation', 0.067279745), ('age', 0.037903869), ('hours_per_week', 0.021985284), ('sex', 0.018714892), ('native_country', 0.015407913), ('race', 0.003073304), ('workclass', 0.001240185)]"
"[('marital_status', 0.149554041), ('education', 0.080514322), ('occupation', 0.067462845), ('age', 0.037898277), ('hours_per_week', 0.021932724), ('sex', 0.018820358), ('native_country', 0.015290237), ('race', 0.003006914), ('workclass', 0.001356327)]"
"[('marital_status', 0.149464256), ('education', 0.081046001), ('occupation', 0.067378046), ('age', 0.037996565), ('hours_per_week', 0.021946629), ('sex', 0.018658285), ('native_country', 0.015254663), ('race', 0.003036339), ('workclass', 0.002538249)]"
"[('marital_status', 0.149839441), ('education', 0.081236491), ('occupation', 0.067705699), ('age', 0.038311112), ('hours_per_week', 0.022039), ('sex', 0.018773412), ('native_country', 0.015299601), ('race', 0.003040364), ('workclass', 0.002816283)]"
"[('marital_status', 0.149245346), ('education', 0.080750376), ('occupation', 0.067059632), ('age', 0.038146067), ('hours_per_week', 0.021959351), ('sex', 0.018795293), ('native_country', 0.015403753), ('race', 0.003016869), ('workclass', 0.002568725)]"
