0
"[('marital_status', 0.149), ('education', 0.07), ('occupation', 0.064), ('age', 0.037), ('hours_per_week', 0.021), ('sex', 0.018), ('native_country', 0.015), ('workclass', 0.01), ('race', 0.003)]"
"[('marital_status', 0.149765392), ('education', 0.079091328), ('occupation', 0.065576307), ('age', 0.037464944), ('hours_per_week', 0.0216628), ('sex', 0.018726944), ('native_country', 0.015220255), ('workclass', 0.010182506), ('race', 0.000650125)]"
"[('marital_status', 0.149509635), ('education', 0.079334954), ('occupation', 0.065009301), ('age', 0.037246504), ('hours_per_week', 0.021582662), ('sex', 0.018693938), ('native_country', 0.015068362), ('workclass', 0.010184337), ('race', 0.002235075)]"
"[('marital_status', 0.149815334), ('education', 0.079114248), ('occupation', 0.065592791), ('age', 0.037353048), ('hours_per_week', 0.021668606), ('sex', 0.018632358), ('native_country', 0.015318185), ('workclass', 0.010105144), ('race', 0.003045032)]"
"[('marital_status', 0.149275216), ('education', 0.079462932), ('occupation', 0.065393936), ('age', 0.037244937), ('hours_per_week', 0.021528112), ('sex', 0.018749066), ('native_country', 0.015242405), ('workclass', 0.010194699), ('race', 0.001171421)]"
"[('marital_status', 0.149717617), ('education', 0.07933233), ('occupation', 0.065406057), ('age', 0.037281011), ('hours_per_week', 0.021593957), ('sex', 0.018766554), ('native_country', 0.015107522), ('workclass', 0.010206216), ('race', 0.000288651)]"
"[('marital_status', 0.149522749), ('education', 0.079183007), ('occupation', 0.065555179), ('age', 0.037279308), ('hours_per_week', 0.021643172), ('sex', 0.018734712), ('native_country', 0.015193165), ('workclass', 0.010216824), ('race', 0.000554943)]"
"[('marital_status', 0.149523218), ('education', 0.079399685), ('occupation', 0.065356629), ('age', 0.037181864), ('hours_per_week', 0.021504062), ('sex', 0.018788888), ('native_country', 0.015224361), ('workclass', 0.010174999), ('race', 0.001693698)]"
"[('marital_status', 0.149685221), ('education', 0.079403449), ('occupation', 0.065256845), ('age', 0.037280459), ('hours_per_week', 0.021687514), ('sex', 0.01881715), ('native_country', 0.015244291), ('workclass', 0.010139762), ('race', 0.001022977)]"
"[('marital_status', 0.14992544), ('education', 0.079339467), ('occupation', 0.065179666), ('age', 0.037499602), ('hours_per_week', 0.021690152), ('sex', 0.018805228), ('native_country', 0.015212177), ('workclass', 0.010194318), ('race', 0.000871163)]"
"[('marital_status', 0.149926423), ('education', 0.079444407), ('occupation', 0.065393927), ('age', 0.037438996), ('hours_per_week', 0.02167872), ('sex', 0.018786779), ('native_country', 0.01525009), ('workclass', 0.010237535), ('race', 0.001557619)]"
"[('marital_status', 0.14945015), ('education', 0.079311073), ('occupation', 0.065334033), ('age', 0.037421323), ('hours_per_week', 0.02171857), ('sex', 0.018720273), ('native_country', 0.015221589), ('workclass', 0.010202322), ('race', 0.001019619)]"
"[('marital_status', 0.149761184), ('education', 0.079354392), ('occupation', 0.065388609), ('age', 0.03729091), ('hours_per_week', 0.021483343), ('sex', 0.018714647), ('native_country', 0.015342534), ('workclass', 0.010197268), ('race', 0.001054499)]"
"[('marital_status', 0.149509069), ('education', 0.079226463), ('occupation', 0.065323376), ('age', 0.037298019), ('hours_per_week', 0.021570555), ('sex', 0.018749915), ('native_country', 0.015174063), ('workclass', 0.010226006), ('race', 0.000576712)]"
"[('marital_status', 0.149769277), ('education', 0.079219564), ('occupation', 0.065269144), ('age', 0.037284885), ('hours_per_week', 0.021886538), ('sex', 0.018738335), ('native_country', 0.015181291), ('workclass', 0.010195322), ('race', 0.001235144)]"
"[('marital_status', 0.149746286), ('education', 0.079024581), ('occupation', 0.065394883), ('age', 0.037312153), ('hours_per_week', 0.021639145), ('sex', 0.018728885), ('native_country', 0.015189512), ('workclass', 0.010286803), ('race', 0.000785993)]"
"[('marital_status', 0.149480321), ('education', 0.079214235), ('occupation', 0.065365586), ('age', 0.037411483), ('hours_per_week', 0.021653842), ('sex', 0.01872771), ('native_country', 0.015291929), ('workclass', 0.010197448), ('race', 0.000792813)]"
"[('marital_status', 0.149740113), ('education', 0.079550836), ('occupation', 0.065194247), ('age', 0.037293201), ('hours_per_week', 0.021659723), ('sex', 0.018746424), ('native_country', 0.015231959), ('workclass', 0.010162974), ('race', 0.001070935)]"
"[('marital_status', 0.149723698), ('education', 0.07919883), ('occupation', 0.06546694), ('age', 0.037347827), ('hours_per_week', 0.021572545), ('sex', 0.018733806), ('native_country', 0.015190356), ('workclass', 0.010190138), ('race', 0.000682157)]"
"[('marital_status', 0.149665849), ('education', 0.079255881), ('occupation', 0.065302513), ('age', 0.037277287), ('hours_per_week', 0.021575478), ('sex', 0.018744625), ('native_country', 0.015196476), ('workclass', 0.010221193), ('race', 0.0003492)]"
"[('marital_status', 0.15008343), ('education', 0.079430836), ('occupation', 0.065588213), ('age', 0.037250692), ('hours_per_week', 0.021604575), ('sex', 0.018672301), ('native_country', 0.015127353), ('workclass', 0.010187862), ('race', 0.001149199)]"
"[('marital_status', 0.149900078), ('education', 0.07888567), ('occupation', 0.06527047), ('age', 0.037350168), ('hours_per_week', 0.02166317), ('sex', 0.018809279), ('native_country', 0.015195048), ('workclass', 0.010208863), ('race', 0.001819363)]"
"[('marital_status', 0.149701191), ('education', 0.079534425), ('occupation', 0.065334451), ('age', 0.037212421), ('hours_per_week', 0.021643924), ('sex', 0.018773905), ('native_country', 0.015216379), ('workclass', 0.010315795), ('race', 0.001409149)]"
"[('marital_status', 0.149683106), ('education', 0.079251474), ('occupation', 0.065458984), ('age', 0.037292219), ('hours_per_week', 0.021667941), ('sex', 0.018741702), ('native_country', 0.01524677), ('workclass', 0.010182756), ('race', 0.000332803)]"
"[('marital_status', 0.149968094), ('education', 0.07931285), ('occupation', 0.065377623), ('age', 0.037257022), ('hours_per_week', 0.021736332), ('sex', 0.018728291), ('native_country', 0.015225573), ('workclass', 0.010254188), ('race', 0.000800227)]"
"[('marital_status', 0.14958165), ('education', 0.079462151), ('occupation', 0.065088224), ('age', 0.037215944), ('hours_per_week', 0.021595968), ('sex', 0.018712051), ('native_country', 0.015277217), ('workclass', 0.010284506), ('race', 0.002456939)]"
"[('marital_status', 0.148833749), ('education', 0.079411271), ('occupation', 0.065459863), ('age', 0.037306175), ('hours_per_week', 0.021659075), ('sex', 0.0188102), ('native_country', 0.015206431), ('workclass', 0.010310836), ('race', 0.00224654)]"
"[('marital_status', 0.14965719), ('education', 0.07913929), ('occupation', 0.065393045), ('age', 0.037237822), ('hours_per_week', 0.021615362), ('sex', 0.01878598), ('native_country', 0.015162893), ('workclass', 0.010171853), ('race', 0.000981729)]"
"[('marital_status', 0.149406223), ('education', 0.079307057), ('occupation', 0.065405956), ('age', 0.03738011), ('hours_per_week', 0.021612655), ('sex', 0.018775925), ('native_country', 0.015227862), ('workclass', 0.010158962), ('race', 0.000538534)]"
"[('marital_status', 0.149452183), ('education', 0.079279329), ('occupation', 0.065442803), ('age', 0.037479987), ('hours_per_week', 0.021634019), ('sex', 0.018745047), ('native_country', 0.015331799), ('workclass', 0.010211466), ('race', 0.001217819)]"
"[('marital_status', 0.149545788), ('education', 0.079293045), ('occupation', 0.065439136), ('age', 0.037266165), ('hours_per_week', 0.021584677), ('sex', 0.018753983), ('native_country', 0.01517954), ('workclass', 0.010169289), ('race', 0.00038163)]"
"[('marital_status', 0.149826924), ('education', 0.079269635), ('occupation', 0.0652185), ('age', 0.037363778), ('hours_per_week', 0.021755508), ('sex', 0.018788238), ('native_country', 0.015132816), ('workclass', 0.010234686), ('race', 0.002280139)]"
"[('marital_status', 0.149772227), ('education', 0.079362831), ('occupation', 0.065427826), ('age', 0.037415908), ('hours_per_week', 0.021395017), ('sex', 0.0187608), ('native_country', 0.015174641), ('workclass', 0.010201445), ('race', 0.001048409)]"
"[('marital_status', 0.14957838), ('education', 0.07933764), ('occupation', 0.065436155), ('age', 0.037312708), ('hours_per_week', 0.021738181), ('sex', 0.018743072), ('native_country', 0.015323291), ('workclass', 0.010217563), ('race', 0.000656364)]"
"[('marital_status', 0.149636917), ('education', 0.079413735), ('occupation', 0.065425275), ('age', 0.037379389), ('hours_per_week', 0.021621572), ('sex', 0.018783165), ('native_country', 0.015207541), ('workclass', 0.010170364), ('race', 0.000565001)]"
"[('marital_status', 0.149586497), ('education', 0.079514914), ('occupation', 0.065389145), ('age', 0.03743708), ('hours_per_week', 0.021434949), ('sex', 0.018721618), ('native_country', 0.015311506), ('workclass', 0.010189072), ('race', 0.004370266)]"
"[('marital_status', 0.149640713), ('education', 0.079335096), ('occupation', 0.065452911), ('age', 0.037212474), ('hours_per_week', 0.021564132), ('sex', 0.018757201), ('native_country', 0.01516452), ('workclass', 0.01023), ('race', 0.000500919)]"
"[('marital_status', 0.149804953), ('education', 0.079233997), ('occupation', 0.065296195), ('age', 0.037416744), ('hours_per_week', 0.021675133), ('sex', 0.018604645), ('native_country', 0.015182822), ('workclass', 0.010441131), ('race', 0.002637684)]"
"[('marital_status', 0.149975789), ('education', 0.079328927), ('occupation', 0.06574252), ('age', 0.037129595), ('hours_per_week', 0.021670444), ('sex', 0.018823397), ('native_country', 0.015214638), ('workclass', 0.010151418), ('race', 0.001561243)]"
"[('marital_status', 0.14979056), ('education', 0.07958245), ('occupation', 0.065084523), ('age', 0.037154942), ('hours_per_week', 0.021491134), ('sex', 0.018748051), ('native_country', 0.015056368), ('workclass', 0.010175049), ('race', 0.001709913)]"
"[('marital_status', 0.149683231), ('education', 0.079691476), ('occupation', 0.065377393), ('age', 0.037313334), ('hours_per_week', 0.021804322), ('sex', 0.018737497), ('native_country', 0.015183403), ('workclass', 0.010218409), ('race', 0.001444198)]"
"[('marital_status', 0.149801423), ('education', 0.079357031), ('occupation', 0.065427445), ('age', 0.037128519), ('hours_per_week', 0.021647688), ('sex', 0.018789323), ('native_country', 0.015203532), ('workclass', 0.010221984), ('race', 0.001725777)]"
"[('marital_status', 0.149806353), ('education', 0.079375905), ('occupation', 0.065409089), ('age', 0.037233512), ('hours_per_week', 0.021724897), ('sex', 0.018753077), ('native_country', 0.015187711), ('workclass', 0.010204569), ('race', 0.000794885)]"
"[('marital_status', 0.150520583), ('education', 0.079372309), ('occupation', 0.065142093), ('age', 0.037382018), ('hours_per_week', 0.021494888), ('sex', 0.018749585), ('native_country', 0.015183351), ('workclass', 0.010211872), ('race', 0.002174457)]"
"[('marital_status', 0.149572142), ('education', 0.079206179), ('occupation', 0.065449914), ('age', 0.037277667), ('hours_per_week', 0.021569015), ('sex', 0.018755071), ('native_country', 0.015177655), ('workclass', 0.010226161), ('race', 0.000421513)]"
"[('marital_status', 0.149587404), ('education', 0.079266651), ('occupation', 0.06533267), ('age', 0.037295741), ('hours_per_week', 0.021692743), ('sex', 0.01874501), ('native_country', 0.015161994), ('workclass', 0.010281554), ('race', 0.001015535)]"
"[('marital_status', 0.149978064), ('education', 0.079308744), ('occupation', 0.065491835), ('age', 0.037418831), ('hours_per_week', 0.021726815), ('sex', 0.018757751), ('native_country', 0.015209096), ('workclass', 0.010162353), ('race', 0.001348556)]"
"[('marital_status', 0.149778195), ('education', 0.079152643), ('occupation', 0.065320798), ('age', 0.03726755), ('hours_per_week', 0.021615012), ('sex', 0.018753909), ('native_country', 0.015186654), ('workclass', 0.010235498), ('race', 0.000517701)]"
"[('marital_status', 0.149582548), ('education', 0.079331757), ('occupation', 0.06534727), ('age', 0.037357198), ('hours_per_week', 0.021686431), ('sex', 0.018751622), ('native_country', 0.015197241), ('workclass', 0.010205664), ('race', 0.000473063)]"
"[('marital_status', 0.150166532), ('education', 0.079526729), ('occupation', 0.065484444), ('age', 0.037184428), ('hours_per_week', 0.021675857), ('sex', 0.018771303), ('native_country', 0.015193294), ('workclass', 0.010222434), ('race', 0.001456529)]"
"[('marital_status', 0.149522805), ('education', 0.079283554), ('occupation', 0.065482511), ('age', 0.037298177), ('hours_per_week', 0.021598958), ('sex', 0.018796085), ('native_country', 0.015175205), ('workclass', 0.010177517), ('race', 0.000398819)]"
